Date,Time,Open,Close,Mean Value,5 Day SMA,15 Day SMA,30 Day SMA,Adva,Decl,AvgGain,AvgLoss,RSI
2010.01.15,16:00,1.4385,1.4376,1.4371,1.44074,1.447703333,1.448435,0,0.0009,0.00084,0.00181,31.72043
2010.01.15,20:00,1.4375,1.4384,1.4363,1.43882,1.446846667,1.448266667,0.0009,0,0.00066,0.00181,26.5896
2010.01.18,0:00,1.4348,1.4355,1.43545,1.43742,1.445573333,1.447916667,0.0007,0,0.00071,0.00149,32.24756
2010.01.18,4:00,1.4355,1.4384,1.43725,1.43678,1.44464,1.44746,0.0029,0,0.00091,0.00146,38.55422
2010.01.18,8:00,1.4385,1.4378,1.4377,1.43676,1.443786667,1.447028333,0,0.0007,0.00059,0.00151,28.23129
2010.01.18,12:00,1.4378,1.4386,1.4379,1.43692,1.442833333,1.44656,0.0008,0,0.00065,0.00148,30.53691
2010.01.18,16:00,1.4386,1.4391,1.4388,1.43742,1.441813333,1.446095,0.0005,0,0.00069,0.00123,35.8209
2010.01.18,20:00,1.4392,1.4386,1.4385,1.43803,1.440886667,1.445641667,0,0.0006,0.00069,0.00104,39.66942
2010.01.19,0:00,1.4387,1.4392,1.44,1.43858,1.44028,1.445356667,0.0005,0,0.00045,0.00104,30.14354
2010.01.19,4:00,1.4391,1.4393,1.43955,1.43895,1.439693333,1.44504,0.0002,0,0.00046,0.00096,32.66332
2010.01.19,8:00,1.4393,1.4311,1.43595,1.43856,1.43874,1.444593333,0,0.0082,0.00046,0.00104,30.95238
2010.01.19,12:00,1.431,1.4291,1.42895,1.43659,1.43761,1.443933333,0,0.0019,0.00046,0.00117,28.38428
